date	software	job
2012-02-01	sas	0.590243482295501
2012-03-01	sas	0.580582679965376
2012-04-01	sas	0.575738061525057
2012-05-01	sas	0.580017657929385
2012-06-01	sas	0.553928892316743
2012-07-01	sas	0.526582585776595
2012-08-01	sas	0.520274282469294
2012-09-01	sas	0.517966916971298
2012-10-01	sas	0.488013935254442
2012-11-01	sas	0.502119699900171
2012-12-01	sas	0.518215358942597
2013-01-01	sas	0.483294061938952
2013-02-01	sas	0.453930212660365
2013-03-01	sas	0.424835770920273
2013-04-01	sas	0.425538641560592
2013-05-01	sas	0.414453097904556
2013-06-01	sas	0.399781656048861
2013-07-01	sas	0.389239775757232
2013-08-01	sas	0.39116480793041
2013-09-01	sas	0.373313544704727
2013-10-01	sas	0.354568624177221
2013-11-01	sas	0.334038092498405
2013-12-01	sas	0.327844863948064
2014-01-01	sas	0.303474226567312
2014-02-01	sas	0.305816342492939
2014-04-01	sas	0.309883138390205
2014-05-01	sas	0.291684501923007
2014-06-01	sas	0.286546365541913
2014-07-01	sas	0.274341260597494
2014-08-01	sas	0.28261492858787
2014-09-01	sas	0.299296313163895
2014-10-01	sas	0.288727832808884
2014-11-01	sas	0.27589009187426
2014-12-01	sas	0.294360887610649
2015-01-01	sas	0.343573232460137
2005-01-01	spss	0.0677520755096184
2005-02-01	spss	0.0662034452066978
2005-03-01	spss	0.074850407470514
2005-04-01	spss	0.0823547245260903
2005-05-01	spss	0.0802276497899533
2005-06-01	spss	0.078536934096215
2005-07-01	spss	0.0715092078836448
2005-08-01	spss	0.0642561313173676
2005-09-01	spss	0.0681002039101246
2005-10-01	spss	0.0709076910109813
2005-11-01	spss	0.0751678025649533
2005-12-01	spss	0.0727619800913551
2006-01-01	spss	0.068098325446028
2006-02-01	spss	0.061694804685514
2006-03-01	spss	0.0634046153751558
2006-04-01	spss	0.064968681752609
2006-05-01	spss	0.0683436691915109
